"id","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3","forum.posts","levels.complete","avatar.requests","teacher.requests","customize.character","facebook","time.in.session","av.seconds.per.task"
954,"GP","M",19,"U","GT3","T",3,3,"other","other","home","other",1,2,1,"no","yes","no","yes","yes","yes","yes","yes",4,4,4,1,1,3,20,15,14,13,12,30,34,29,2,"yes",120,8.25
955,"GP","F",18,"U","GT3","T",2,4,"services","at_home","reputation","other",1,2,1,"no","yes","yes","yes","yes","yes","yes","no",4,4,3,1,1,3,8,14,12,12,10,96,12,78,0,"yes",192,23.04
956,"GP","M",20,"U","GT3","A",3,2,"services","other","course","other",1,1,0,"no","no","no","yes","yes","yes","no","no",5,5,3,1,1,5,0,17,18,18,6,25,8,70,19,"no",75,27.875
957,"GP","M",19,"U","GT3","T",4,4,"teacher","services","reputation","other",2,1,1,"no","yes","yes","yes","yes","yes","yes","yes",4,3,4,1,1,4,38,8,9,8,24,24,48,34,1,"yes",96,24
958,"GP","M",19,"R","GT3","T",3,3,"other","services","reputation","father",1,2,1,"no","no","no","yes","yes","yes","no","yes",4,5,3,1,2,5,0,15,12,12,12,110,14,135,4,"no",330,117.15
959,"GP","F",19,"U","LE3","T",1,1,"at_home","other","reputation","other",1,2,1,"yes","yes","no","yes","no","yes","yes","no",4,4,3,1,3,3,18,12,10,10,4,18,40,22,4,"no",54,19.62
960,"GP","F",19,"U","LE3","T",1,2,"services","services","home","other",1,2,1,"no","no","no","yes","no","yes","no","yes",4,2,4,2,2,3,0,9,9,0,10,36,18,18,8,"no",144,40.5
961,"GP","F",19,"U","GT3","T",2,1,"at_home","other","other","other",3,2,0,"no","yes","no","yes","yes","no","yes","yes",3,4,1,1,1,2,20,14,12,13,24,80,36,130,0,"yes",400,96.8
962,"GP","M",19,"U","GT3","T",1,2,"other","services","course","other",1,2,1,"no","no","no","yes","no","yes","yes","no",4,5,2,2,2,4,3,13,11,11,7,104,32,96,8,"no",312,144.56
963,"GP","F",19,"U","LE3","T",3,2,"services","other","reputation","other",2,2,1,"no","yes","yes","yes","no","yes","yes","yes",4,2,2,1,2,1,22,13,10,11,18,38,32,69,1,"no",114,54.72
964,"GP","F",19,"U","GT3","T",1,1,"at_home","health","home","other",1,3,2,"no","no","no","yes","no","yes","yes","yes",4,1,2,1,1,3,14,15,13,13,0,45,10,56,5,"yes",180,32.175
965,"GP","F",19,"R","GT3","T",2,3,"other","other","reputation","other",1,3,1,"no","no","no","yes","yes","yes","yes","yes",4,1,2,1,1,3,40,13,11,11,18,72,14,96,4,"yes",360,65.88
966,"GP","F",18,"U","GT3","T",2,1,"services","other","course","mother",2,2,0,"no","yes","yes","yes","yes","yes","yes","no",5,3,3,1,2,1,0,8,8,0,12,26,42,32,0,"no",104,2.47
967,"GP","F",18,"U","GT3","T",4,3,"other","other","course","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","yes",4,3,4,1,1,5,9,9,10,9,18,120,28,76,3,"yes",600,114
968,"GP","F",17,"R","GT3","T",3,4,"at_home","services","course","father",1,3,0,"no","yes","yes","yes","no","yes","yes","no",4,3,4,2,5,5,0,11,11,10,12,180,36,110,1,"no",720,62.1
969,"GP","F",18,"U","GT3","T",4,4,"teacher","other","course","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",4,4,4,3,3,5,2,11,11,11,10,140,36,110,0,"no",560,243.6
970,"GP","F",17,"U","GT3","A",4,3,"services","services","course","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","yes",5,2,2,1,2,5,23,13,13,13,24,30,14,130,11,"yes",120,3.9
971,"GP","F",17,"U","GT3","T",2,2,"other","other","course","mother",1,2,0,"no","yes","no","yes","yes","yes","no","yes",4,2,2,1,1,3,12,11,9,9,18,60,14,40,1,"yes",120,39.9
972,"GP","F",17,"R","LE3","T",2,2,"services","services","course","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","no",3,3,2,2,2,3,3,11,11,11,10,171,18,22,4,"no",342,159.03
973,"GP","F",17,"U","GT3","T",3,1,"services","services","course","father",1,3,0,"no","yes","no","yes","no","yes","yes","no",3,4,3,2,3,5,1,12,14,15,7,75,40,26,3,"no",75,21.75
974,"GP","F",17,"U","LE3","T",0,2,"at_home","at_home","home","father",2,3,0,"no","no","no","yes","yes","yes","yes","no",3,3,3,2,3,2,0,16,15,15,7,24,32,155,5,"no",48,14.16
975,"GP","M",18,"U","GT3","T",4,4,"other","other","course","mother",1,3,0,"no","no","no","yes","yes","yes","yes","no",4,3,3,2,2,3,3,9,12,11,9,36,40,63,4,"no",108,63.54
976,"GP","M",17,"U","GT3","T",3,3,"other","services","reputation","mother",1,1,0,"no","no","no","yes","no","yes","yes","no",4,3,5,3,5,5,3,14,15,16,5,55,36,87,4,"no",165,70.125
977,"GP","M",17,"R","GT3","T",2,2,"services","other","course","mother",4,1,0,"no","yes","no","yes","yes","yes","yes","no",4,4,5,5,5,4,8,11,10,10,11,4,24,105,1,"yes",20,6.44
978,"GP","F",17,"U","GT3","T",4,4,"teacher","services","course","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","no",5,4,4,1,3,4,7,10,9,9,12,228,38,95,0,"yes",1140,102.6
979,"GP","F",17,"U","GT3","T",4,4,"teacher","teacher","course","mother",2,3,0,"no","yes","yes","yes","no","yes","yes","yes",4,3,3,1,2,4,4,14,14,14,22,168,24,56,1,"no",504,150.36
980,"GP","M",18,"U","LE3","T",2,2,"other","other","course","mother",1,4,0,"no","yes","no","yes","yes","yes","yes","no",4,5,5,2,4,5,2,9,8,8,4,220,40,51,2,"no",880,110
981,"GP","F",17,"R","GT3","T",2,4,"at_home","other","course","father",1,3,0,"no","yes","no","yes","yes","yes","yes","yes",4,4,3,1,1,5,7,12,14,14,22,15,34,104,4,"yes",30,15.225
982,"GP","F",18,"U","GT3","T",3,3,"services","services","home","mother",1,2,0,"no","no","no","yes","yes","yes","yes","no",5,3,4,1,1,4,0,7,0,0,5,72,44,7,7,"no",144,128.16
983,"GP","F",18,"U","LE3","T",2,2,"other","other","home","other",1,2,0,"no","no","no","yes","no","yes","yes","yes",4,3,3,1,1,2,0,8,8,0,12,36,36,32,4,"no",72,7.92
984,"GP","F",18,"R","GT3","T",2,2,"at_home","other","course","mother",2,4,0,"no","no","no","yes","yes","yes","no","no",4,4,4,1,1,4,0,10,9,0,10,208,18,38,5,"no",832,42.64
985,"GP","F",17,"U","GT3","T",3,4,"services","other","course","mother",1,3,0,"no","no","no","yes","yes","yes","yes","no",4,4,5,1,3,5,16,16,15,15,9,270,20,124,5,"yes",270,481.95
986,"GP","F",19,"R","GT3","A",3,1,"services","at_home","home","other",1,3,1,"no","no","yes","yes","yes","yes","no","no",5,4,3,1,2,5,12,14,13,13,10,90,10,27,7,"yes",90,17.55
987,"GP","F",17,"U","GT3","T",3,2,"other","other","home","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","yes",4,3,2,2,3,2,0,7,8,0,18,24,50,45,2,"no",96,4.44
988,"GP","F",18,"U","LE3","T",3,3,"services","services","home","mother",1,4,0,"no","yes","no","yes","yes","yes","yes","no",5,3,3,1,1,1,7,16,15,17,5,24,26,62,3,"no",24,34.32
989,"GP","F",17,"R","GT3","A",3,2,"other","other","home","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",4,3,3,2,3,2,4,9,10,10,12,80,22,19,15,"no",400,90
990,"GP","F",19,"U","GT3","T",2,1,"services","services","home","other",1,3,1,"no","no","yes","yes","yes","yes","yes","yes",4,3,4,1,3,3,4,11,12,11,20,72,42,92,7,"no",144,119.16
991,"GP","M",18,"U","GT3","T",4,4,"teacher","services","home","father",1,2,1,"no","yes","no","yes","yes","yes","yes","no",4,3,3,2,2,2,0,10,10,0,11,72,44,100,0,"no",360,12.24
992,"GP","M",18,"U","LE3","T",3,4,"services","other","home","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",4,3,3,1,3,5,11,16,15,15,22,150,26,155,6,"no",450,163.5
993,"GP","F",17,"U","GT3","A",2,2,"at_home","at_home","home","father",1,2,1,"no","yes","no","yes","yes","yes","yes","yes",3,3,1,1,2,4,0,9,8,0,8,160,34,85,15,"no",800,53.6
994,"GP","F",18,"U","GT3","T",2,3,"at_home","other","course","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,1,2,3,4,11,10,10,5,18,36,63,1,"no",18,32.04
995,"GP","F",18,"U","GT3","T",3,2,"other","services","other","mother",1,3,0,"no","no","no","yes","yes","yes","yes","yes",5,4,3,2,3,1,7,13,13,14,26,3,26,26,4,"yes",6,2.385
996,"GP","M",18,"R","GT3","T",4,3,"teacher","services","course","mother",1,3,0,"no","no","no","yes","yes","yes","yes","yes",5,3,2,1,2,4,9,16,15,16,20,180,32,93,7,"yes",900,37.8
997,"GP","M",18,"U","GT3","T",4,3,"teacher","other","course","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","yes",5,4,5,2,3,5,0,10,10,9,28,60,26,20,4,"no",120,57.6
998,"GP","F",17,"U","GT3","T",4,3,"health","other","reputation","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","yes",4,4,3,1,3,4,0,13,15,15,14,180,32,28,2,"no",720,85.5
999,"MS","M",18,"R","GT3","T",3,2,"other","other","course","mother",2,1,1,"no","yes","no","yes","no","yes","yes","no",2,5,5,5,5,5,10,11,13,13,11,70,30,96,2,"yes",140,88.55
1000,"MS","M",19,"R","GT3","T",1,1,"other","services","home","other",3,2,3,"no","no","no","yes","yes","yes","yes","no",5,4,4,3,3,2,8,8,7,8,4,72,36,45,7,"yes",144,18.36
